#Parameters = {A_R=0.4; A_i=0; A_j=-65; A_k=0; B10_i=24; B10_j=19; B10_k=0.15; B1_i=24; B1_j=24; B1_k=6; B2_i=20; B2_j=14; B2_k=3.9; B3_i=26.8; B3_j=3; B3_k=4.3; B4_i=21; B4_j=8; B5_i=7.9; B5_j=9; B5_k=3; B6_i=7.2; B6_j=6.5; B6_k=2.1; B7_i=12.5; B7_j=6; B7_k=3; B8_i=18; B8_j=13; B8_k=2.8; B9_i=25; B9_j=24; B9_k=0.8; PV10_i=-12; PV10_j=-7; PV10_k=1.2; PV1_i=-12; PV1_j=-12; PV1_k=2.5; PV2_i=-10; PV2_j=-30.5; PV2_k=2.5; PV3_i=-13.5; PV3_j=37.5; PV3_k=0.7; PV4_i=-10; PV4_j=-45; PV4_k=1.5; PV5_i=7; PV5_j=17.5; PV5_k=3.3; PV6_i=-11.6; PV6_j=17.8; PV6_k=3.1; PV7_i=-0.5; PV7_j=28; PV7_k=3.2; PV8_i=-9; PV8_j=22; PV8_k=-1.7; PV9_i=-12.5; PV9_j=13.5; PV9_k=2.4; PVA_i=-13.2; PVA_j=37; PVA_k=0; b4_k=6}
#"Frequency / MHz"	"S1,1 [Magnitude]"
#------------------------------------
500.00000000000	0.19164409670276
502.50000000000	0.19397649592584
505.00000000000	0.19542849296806
507.50000000000	0.19600150981822
510.00000000000	0.19569955358054
512.50000000000	0.19452995002552
515.00000000000	0.19250036786076
517.50000000000	0.18962256181922
520.00000000000	0.18590936402245
522.50000000000	0.18137893756956
525.00000000000	0.17604656567205
527.50000000000	0.16993224644584
530.00000000000	0.16305793449650
532.50000000000	0.15544881461085
535.00000000000	0.14712769321080
537.50000000000	0.13812442037007
540.00000000000	0.12846877905774
542.50000000000	0.11818908834803
545.00000000000	0.10731858901275
547.50000000000	0.095890800106891
550.00000000000	0.083942145861889
552.50000000000	0.071507451941828
555.00000000000	0.058623636739091
557.50000000000	0.045331713443895
560.00000000000	0.031671097058006
562.50000000000	0.017681556930690
565.00000000000	0.0034022070402070
567.50000000000	-0.011123133354037
570.00000000000	-0.025852222648220
572.50000000000	-0.040742243550808
575.00000000000	-0.055751584004978
577.50000000000	-0.070835027552371
580.00000000000	-0.085954122688584
582.50000000000	-0.10106283657497
585.00000000000	-0.11611972403442
587.50000000000	-0.13108475149560
590.00000000000	-0.14591507947402
592.50000000000	-0.16057350100597
595.00000000000	-0.17501757835393
597.50000000000	-0.18921343912026
600.00000000000	-0.20312301484678
602.50000000000	-0.21671122396991
605.00000000000	-0.22994601783505
607.50000000000	-0.24279567136200
610.00000000000	-0.25522991058399
612.50000000000	-0.26722188380410
615.00000000000	-0.27874696508031
617.50000000000	-0.28978234112385
620.00000000000	-0.30030766830678
622.50000000000	-0.31030460229724
625.00000000000	-0.31975814786002
627.50000000000	-0.32865586447964
630.00000000000	-0.33698752514737
632.50000000000	-0.34474699340361
635.00000000000	-0.35192887581186
637.50000000000	-0.35853168623245
640.00000000000	-0.36455811007229
642.50000000000	-0.37001152561603
645.00000000000	-0.37489906149189
647.50000000000	-0.37923090295492
650.00000000000	-0.38301858699669
652.50000000000	-0.38627872390134
655.00000000000	-0.38902816374627
657.50000000000	-0.39128707444653
660.00000000000	-0.39307789509020
662.50000000000	-0.39442728449836
665.00000000000	-0.39536027599984
667.50000000000	-0.39590672956288
670.00000000000	-0.39609848563627
672.50000000000	-0.39596767835948
675.00000000000	-0.39554976974207
677.50000000000	-0.39487983834284
680.00000000000	-0.39399566122745
682.50000000000	-0.39293640688639
685.00000000000	-0.39174206369748
687.50000000000	-0.39045194018076
690.00000000000	-0.38911014867982
692.50000000000	-0.38775649300216
695.00000000000	-0.38643424409248
697.50000000000	-0.38518715212443
700.00000000000	-0.38405811134185
702.50000000000	-0.38309073017019
705.00000000000	-0.38232817021287
707.50000000000	-0.38181304806612
710.00000000000	-0.38159014733437
712.50000000000	-0.38170160880113
715.00000000000	-0.38218960121331
717.50000000000	-0.38309594955108
720.00000000000	-0.38446241066761
722.50000000000	-0.38632895236133
725.00000000000	-0.38873544726792
727.50000000000	-0.39172069785677
730.00000000000	-0.39532302734247
732.50000000000	-0.39957882780610
735.00000000000	-0.40452578527194
737.50000000000	-0.41019701508061
740.00000000000	-0.41662748147314
742.50000000000	-0.42384956913483
745.00000000000	-0.43189633950886
747.50000000000	-0.44079573328629
750.00000000000	-0.45057727036683
752.50000000000	-0.46127029545579
755.00000000000	-0.47290080992037
757.50000000000	-0.48549347262124
760.00000000000	-0.49907289006295
762.50000000000	-0.51366128807293
765.00000000000	-0.52928009578692
767.50000000000	-0.54594881882682
770.00000000000	-0.56368593937176
772.50000000000	-0.58250925276255
775.00000000000	-0.60243351354173
777.50000000000	-0.62347263503069
780.00000000000	-0.64564006846576
782.50000000000	-0.66894880244396
785.00000000000	-0.69340489209069
787.50000000000	-0.71902014394300
790.00000000000	-0.74580033457712
792.50000000000	-0.77374944760432
795.00000000000	-0.80287326123991
797.50000000000	-0.83317316836241
800.00000000000	-0.86465060882019
802.50000000000	-0.89730523776020
805.00000000000	-0.93113318134672
807.50000000000	-0.96613092952870
810.00000000000	-1.0022933725851
812.50000000000	-1.0396128322894
815.00000000000	-1.0780804501356
817.50000000000	-1.1176856064015
820.00000000000	-1.1584162782580
822.50000000000	-1.2002567135355
825.00000000000	-1.2431932620685
827.50000000000	-1.2872053610614
830.00000000000	-1.3322748160304
832.50000000000	-1.3783824330261
835.00000000000	-1.4254990354216
837.50000000000	-1.4736037343705
840.00000000000	-1.5226660870456
842.50000000000	-1.5726598318628
845.00000000000	-1.6235492391642
847.50000000000	-1.6753039617332
850.00000000000	-1.7278871004669
852.50000000000	-1.7812601161300
855.00000000000	-1.8353822648006
857.50000000000	-1.8902122442794
860.00000000000	-1.9457056674282
862.50000000000	-2.0018152347297
865.00000000000	-2.0584940761509
867.50000000000	-2.1156863871466
870.00000000000	-2.1733433757401
872.50000000000	-2.2314059387561
875.00000000000	-2.2898196915557
877.50000000000	-2.3485218709963
880.00000000000	-2.4074529782652
882.50000000000	-2.4665466069029
885.00000000000	-2.5257403277487
887.50000000000	-2.5849632224376
890.00000000000	-2.6441479680695
892.50000000000	-2.7032228634240
895.00000000000	-2.7621161937048
897.50000000000	-2.8207540849416
900.00000000000	-2.8790614218128
902.50000000000	-2.9369629541031
905.00000000000	-2.9943816244849
907.50000000000	-3.0512397278064
910.00000000000	-3.1074631296687
912.50000000000	-3.1629702609457
915.00000000000	-3.2176844118833
917.50000000000	-3.2715331849694
920.00000000000	-3.3244357319045
922.50000000000	-3.3763199103450
925.00000000000	-3.4271119350718
927.50000000000	-3.4767411513004
930.00000000000	-3.5251356800144
932.50000000000	-3.5722303182672
935.00000000000	-3.6179597217107
937.50000000000	-3.6622648814480
940.00000000000	-3.7050848375457
942.50000000000	-3.7463663152776
945.00000000000	-3.7860588494736
947.50000000000	-3.8241155945924
950.00000000000	-3.8604977204827
952.50000000000	-3.8951636753752
955.00000000000	-3.9280852449002
957.50000000000	-3.9592321513411
960.00000000000	-3.9885850002517
962.50000000000	-4.0161258552374
965.00000000000	-4.0418423450140
967.50000000000	-4.0657305717664
970.00000000000	-4.0877891815626
972.50000000000	-4.1080209110706
975.00000000000	-4.1264375138176
977.50000000000	-4.1430541631639
980.00000000000	-4.1578905156445
982.50000000000	-4.1709713900702
985.00000000000	-4.1823242741539
987.50000000000	-4.1919851763569
990.00000000000	-4.1999911917791
992.50000000000	-4.2063846989818
