#Parameters = {A_R=0.4; A_i=0; A_j=-65; A_k=0; B10_i=24; B10_j=19; B10_k=0.15; B1_i=24; B1_j=24; B1_k=6; B2_i=20; B2_j=14; B2_k=3.9; B3_i=26.8; B3_j=3; B3_k=4.3; B4_i=21; B4_j=8; B5_i=7.9; B5_j=9; B5_k=3; B6_i=7.2; B6_j=6.5; B6_k=2.1; B7_i=12.5; B7_j=6; B7_k=3; B8_i=18; B8_j=13; B8_k=2.8; B9_i=25; B9_j=24; B9_k=0.8; PV10_i=-12; PV10_j=-7; PV10_k=1.2; PV1_i=-12; PV1_j=-12; PV1_k=2.5; PV2_i=-10; PV2_j=-30.5; PV2_k=2.5; PV3_i=-13.5; PV3_j=37.5; PV3_k=0.7; PV4_i=-10; PV4_j=-45; PV4_k=1.5; PV5_i=7; PV5_j=17.5; PV5_k=3.3; PV6_i=-11.6; PV6_j=17.8; PV6_k=3.1; PV7_i=-0.5; PV7_j=28; PV7_k=3.2; PV8_i=-9; PV8_j=22; PV8_k=-1.7; PV9_i=-12.5; PV9_j=13.5; PV9_k=2.4; PVA_i=-13.2; PVA_j=37; PVA_k=0; b4_k=6}
#"Frequency / MHz"	"S1,1 [Magnitude]"
#------------------------------------
500.00000000000	-0.073936973589422
502.50000000000	-0.071891881804667
505.00000000000	-0.069783886665758
507.50000000000	-0.067619877449041
510.00000000000	-0.065404401096248
512.50000000000	-0.063144857214463
515.00000000000	-0.060847386299856
517.50000000000	-0.058517337777717
520.00000000000	-0.056161664661636
522.50000000000	-0.053785666038598
525.00000000000	-0.051397015710441
527.50000000000	-0.048999847314026
530.00000000000	-0.046601949430258
532.50000000000	-0.044209875012793
535.00000000000	-0.041827845698382
537.50000000000	-0.039462141059880
540.00000000000	-0.037120023157917
542.50000000000	-0.034805666291183
545.00000000000	-0.032527117960331
547.50000000000	-0.030288339106776
550.00000000000	-0.028094025473638
552.50000000000	-0.025950922147378
555.00000000000	-0.023863153725632
557.50000000000	-0.021836761449835
560.00000000000	-0.019875806552995
562.50000000000	-0.017984970861138
565.00000000000	-0.016168423227345
567.50000000000	-0.014430905493314
570.00000000000	-0.012776742739732
572.50000000000	-0.011209497722673
575.00000000000	-0.0097338244873308
577.50000000000	-0.0083505421586852
580.00000000000	-0.0070637674700822
582.50000000000	-0.0058785503493604
585.00000000000	-0.0047966367932395
587.50000000000	-0.0038180423015950
590.00000000000	-0.0029489411415635
592.50000000000	-0.0021878207346653
