#Parameters = {ADD=-10.5; Antenna_len=49.973684210526; Antenna_ofset=0.5; Antenna_radius=0.4; Bend_Add=-20; C1=500; C2=300; D2Device=2.25; Feed_Point_v=24.5; L1=24; LenAntenna=-10.584073464102; Offset2mid=2; TransformPAR=20.5; Turn_Radius=1; Turns=5; addlen=2; c=300000000; copperthickness=0.3; f=1900000000; lambda=0.15789473684211; u_feed_point=10; add1=0}
#"Frequency / MHz"	"S3,3 (103) [Real/Imaginary Part] [Re]"	"S3,3 (103) [Real/Imaginary Part] [Im]"
#-------------------------------------------------------------------------------------------------
1681.5000000000	0.80210858583450	0.46897017955780
1683.0000000000	0.80409675836563	0.46690803766251
1684.5000000000	0.80614888668060	0.46481382846832
1686.0000000000	0.80826216936111	0.46268132328987
1687.5000000000	0.81043350696564	0.46050456166267
1689.0000000000	0.81265908479691	0.45827797055244
1690.5000000000	0.81493473052979	0.45599624514580
1692.0000000000	0.81725603342056	0.45365440845490
1693.5000000000	0.81961798667908	0.45124799013138
1695.0000000000	0.82201534509659	0.44877281785011
1696.5000000000	0.82444268465042	0.44622531533241
1698.0000000000	0.82689416408539	0.44360226392746
1699.5000000000	0.82936376333237	0.44090086221695
1701.0000000000	0.83184540271759	0.43811908364296
1702.5000000000	0.83433264493942	0.43525511026382
1704.0000000000	0.83681911230087	0.43230783939362
1705.5000000000	0.83929836750031	0.42927655577660
1707.0000000000	0.84176397323608	0.42616125941277
1708.5000000000	0.84420937299728	0.42296224832535
1710.0000000000	0.84662830829620	0.41968047618866
1711.5000000000	0.84901428222656	0.41631740331650
1713.0000000000	0.85136139392853	0.41287499666214
1714.5000000000	0.85366374254227	0.40935567021370
1716.0000000000	0.85591554641724	0.40576228499413
1717.5000000000	0.85811132192612	0.40209817886353
1719.0000000000	0.86024606227875	0.39836713671684
1720.5000000000	0.86231499910355	0.39457333087921
1722.0000000000	0.86431360244751	0.39072129130363
1723.5000000000	0.86623793840408	0.38681581616402
1725.0000000000	0.86808425188065	0.38286215066910
1726.5000000000	0.86984944343567	0.37886574864388
1728.0000000000	0.87153083086014	0.37483221292496
1729.5000000000	0.87312620878220	0.37076744437218
1731.0000000000	0.87463361024857	0.36667749285698
1732.5000000000	0.87605202198029	0.36256846785545
1734.0000000000	0.87738060951233	0.35844662785530
1735.5000000000	0.87861907482147	0.35431826114655
1737.0000000000	0.87976789474487	0.35018956661224
1738.5000000000	0.88082760572433	0.34606677293777
1740.0000000000	0.88179963827133	0.34195604920387
1741.5000000000	0.88268584012985	0.33786332607269
1743.0000000000	0.88348847627640	0.33379450440407
1744.5000000000	0.88421022891998	0.32975515723228
1746.0000000000	0.88485443592072	0.32575073838234
1747.5000000000	0.88542461395264	0.32178634405136
1749.0000000000	0.88592493534088	0.31786671280861
1750.5000000000	0.88635975122452	0.31399637460709
1752.0000000000	0.88673400878906	0.31017944216728
1753.5000000000	0.88705277442932	0.30641952157021
1755.0000000000	0.88732141256332	0.30271992087364
1756.5000000000	0.88754576444626	0.29908350110054
1758.0000000000	0.88773167133331	0.29551252722740
1759.5000000000	0.88788521289825	0.29200890660286
1761.0000000000	0.88801276683807	0.28857398033142
1762.5000000000	0.88812065124512	0.28520864248276
1764.0000000000	0.88821530342102	0.28191316127777
1765.5000000000	0.88830327987671	0.27868735790253
1767.0000000000	0.88839095830917	0.27553060650826
1768.5000000000	0.88848489522934	0.27244150638580
1770.0000000000	0.88859128952026	0.26941835880280
1771.5000000000	0.88871639966965	0.26645892858505
1773.0000000000	0.88886624574661	0.26356032490730
1774.5000000000	0.88904678821564	0.26071938872337
1776.0000000000	0.88926345109940	0.25793224573135
1777.5000000000	0.88952147960663	0.25519481301308
1779.0000000000	0.88982605934143	0.25250232219696
1780.5000000000	0.89018160104752	0.24984978139400
1782.0000000000	0.89059251546860	0.24723175168037
1783.5000000000	0.89106237888336	0.24464243650436
1785.0000000000	0.89159482717514	0.24207571148872
1786.5000000000	0.89219266176224	0.23952516913414
1788.0000000000	0.89285838603973	0.23698420822620
1789.5000000000	0.89359390735626	0.23444588482380
1791.0000000000	0.89440041780472	0.23190315067768
1792.5000000000	0.89527910947800	0.22934886813164
1794.0000000000	0.89623016119003	0.22677569091320
1795.5000000000	0.89725327491760	0.22417625784874
1797.0000000000	0.89834761619568	0.22154323756695
1798.5000000000	0.89951205253601	0.21886922419071
1800.0000000000	0.90074449777603	0.21614694595337
1801.5000000000	0.90204256772995	0.21336926519871
1803.0000000000	0.90340304374695	0.21052908897400
1804.5000000000	0.90482264757156	0.20761962234974
1806.0000000000	0.90629714727402	0.20463421940804
1807.5000000000	0.90782189369202	0.20156650245190
1809.0000000000	0.90939176082611	0.19841046631336
1810.5000000000	0.91100132465363	0.19516035914421
1812.0000000000	0.91264462471008	0.19181087613106
1813.5000000000	0.91431522369385	0.18835708498955
1815.0000000000	0.91600614786148	0.18479444086552
1816.5000000000	0.91771036386490	0.18111893534660
1818.0000000000	0.91942054033279	0.17732705175877
1819.5000000000	0.92112863063812	0.17341570556164
1821.0000000000	0.92282688617706	0.16938243806362
1822.5000000000	0.92450684309006	0.16522526741028
1824.0000000000	0.92616021633148	0.16094282269478
1825.5000000000	0.92777836322784	0.15653431415558
1827.0000000000	0.92935276031494	0.15199948847294
1828.5000000000	0.93087470531464	0.14733877778053
1830.0000000000	0.93233543634415	0.14255313575268
1831.5000000000	0.93372631072998	0.13764412701130
1833.0000000000	0.93503886461258	0.13261394202709
1834.5000000000	0.93626439571381	0.12746536731720
1836.0000000000	0.93739461898804	0.12220171093941
1837.5000000000	0.93842154741287	0.11682694405317
1839.0000000000	0.93933713436127	0.11134549975395
1840.5000000000	0.94013392925262	0.10576243698597
1842.0000000000	0.94080460071564	0.10008329898119
1843.5000000000	0.94134211540222	0.094314105808735
1845.0000000000	0.94173985719681	0.088461391627789
1846.5000000000	0.94199180603027	0.082532137632370
1848.0000000000	0.94209212064743	0.076533719897270
1849.5000000000	0.94203585386276	0.070473931729794
1851.0000000000	0.94181787967682	0.064360894262791
1852.5000000000	0.94143408536911	0.058203075081110
1854.0000000000	0.94088089466095	0.052009217441082
1855.5000000000	0.94015532732010	0.045788306742907
1857.0000000000	0.93925452232361	0.039549555629492
1858.5000000000	0.93817669153214	0.033302340656519
1860.0000000000	0.93692046403885	0.027056157588959
1861.5000000000	0.93548518419266	0.020820613950491
1863.0000000000	0.93387061357498	0.014605350792408
1864.5000000000	0.93207740783691	0.0084200240671635
1866.0000000000	0.93010646104813	0.0022742573637515
1867.5000000000	0.92795962095261	-0.0038223995361477
1869.0000000000	0.92563921213150	-0.0098605109378695
1870.5000000000	0.92314791679382	-0.015830792486668
1872.0000000000	0.92048966884613	-0.021724151447415
1873.5000000000	0.91766810417175	-0.027531735599041
1875.0000000000	0.91468805074692	-0.033244937658310
1876.5000000000	0.91155457496643	-0.038855478167534
1878.0000000000	0.90827333927155	-0.044355385005474
1879.5000000000	0.90485060214996	-0.049737069755793
1881.0000000000	0.90129268169403	-0.054993353784084
1882.5000000000	0.89760690927505	-0.060117449611425
1884.0000000000	0.89380049705505	-0.065103068947792
1885.5000000000	0.88988137245178	-0.069944351911545
1887.0000000000	0.88585770130157	-0.074635967612267
1888.5000000000	0.88173770904541	-0.079173095524311
1890.0000000000	0.87753039598465	-0.083551459014416
1891.5000000000	0.87324446439743	-0.087767310440540
1893.0000000000	0.86888927221298	-0.091817490756512
1894.5000000000	0.86447399854660	-0.095699384808540
1896.0000000000	0.86000800132751	-0.099410988390446
1897.5000000000	0.85550093650818	-0.10295084863901
1899.0000000000	0.85096240043640	-0.10631813108921
1900.5000000000	0.84640175104141	-0.10951256006956
1902.0000000000	0.84182876348495	-0.11253444850445
1903.5000000000	0.83725267648697	-0.11538472771645
1905.0000000000	0.83268302679062	-0.11806481331587
1906.5000000000	0.82812917232513	-0.12057677656412
1908.0000000000	0.82359993457794	-0.12292315065861
1909.5000000000	0.81910425424576	-0.12510706484318
1911.0000000000	0.81465083360672	-0.12713214755058
1912.5000000000	0.81024795770645	-0.12900249660015
1914.0000000000	0.80590379238129	-0.13072271645069
1915.5000000000	0.80162602663040	-0.13229790329933
1917.0000000000	0.79742205142975	-0.13373346626759
1918.5000000000	0.79329890012741	-0.13503536581993
1920.0000000000	0.78926318883896	-0.13620984554291
1921.5000000000	0.78532123565674	-0.13726355135441
1923.0000000000	0.78147876262665	-0.13820339739323
1924.5000000000	0.77774101495743	-0.13903668522835
1926.0000000000	0.77411293983459	-0.13977089524269
1927.5000000000	0.77059906721115	-0.14041379094124
1929.0000000000	0.76720309257507	-0.14097334444523
1930.5000000000	0.76392853260040	-0.14145764708519
1932.0000000000	0.76077824831009	-0.14187496900558
1933.5000000000	0.75775486230850	-0.14223371446133
1935.0000000000	0.75485998392105	-0.14254228770733
1936.5000000000	0.75209522247314	-0.14280927181244
1938.0000000000	0.74946147203445	-0.14304311573505
1939.5000000000	0.74695909023285	-0.14325237274170
1941.0000000000	0.74458813667297	-0.14344549179077
1942.5000000000	0.74234789609909	-0.14363086223602
1944.0000000000	0.74023735523224	-0.14381678402424
1945.5000000000	0.73825526237488	-0.14401142299175
1947.0000000000	0.73639929294586	-0.14422282576561
1948.5000000000	0.73466736078262	-0.14445883035660
1950.0000000000	0.73305660486221	-0.14472709596157
1951.5000000000	0.73156380653381	-0.14503502845764
1953.0000000000	0.73018544912338	-0.14538985490799
1954.5000000000	0.72891759872437	-0.14579853415489
1956.0000000000	0.72775596380234	-0.14626772701740
1957.5000000000	0.72669589519501	-0.14680378139019
1959.0000000000	0.72573244571686	-0.14741277694702
1960.5000000000	0.72486054897308	-0.14810051023960
1962.0000000000	0.72407466173172	-0.14887239038944
1963.5000000000	0.72336912155151	-0.14973351359367
1965.0000000000	0.72273796796799	-0.15068864822388
1966.5000000000	0.72217518091202	-0.15174219012260
1968.0000000000	0.72167438268661	-0.15289819240570
1969.5000000000	0.72122925519943	-0.15416035056114
1971.0000000000	0.72083312273026	-0.15553201735020
1972.5000000000	0.72047930955887	-0.15701612830162
1974.0000000000	0.72016113996506	-0.15861533582211
1975.5000000000	0.71987175941467	-0.16033187508583
1977.0000000000	0.71960431337357	-0.16216768324375
1978.5000000000	0.71935182809830	-0.16412426531315
1980.0000000000	0.71910732984543	-0.16620287299156
1981.5000000000	0.71886408329010	-0.16840435564518
1983.0000000000	0.71861505508423	-0.17072926461697
1984.5000000000	0.71835333108902	-0.17317780852318
1986.0000000000	0.71807229518890	-0.17574989795685
1987.5000000000	0.71776509284973	-0.17844514548779
1989.0000000000	0.71742492914200	-0.18126283586025
1990.5000000000	0.71704536676407	-0.18420197069645
1992.0000000000	0.71661996841431	-0.18726135790348
1993.5000000000	0.71614217758179	-0.19043934345245
1995.0000000000	0.71560579538345	-0.19373424351215
1996.5000000000	0.71500468254089	-0.19714404642582
1998.0000000000	0.71433287858963	-0.20066639780998
1999.5000000000	0.71358442306519	-0.20429891347885
2001.0000000000	0.71275347471237	-0.20803879201412
2002.5000000000	0.71183454990387	-0.21188321709633
2004.0000000000	0.71082228422165	-0.21582907438278
2005.5000000000	0.70971119403839	-0.21987301111221
2007.0000000000	0.70849627256393	-0.22401168942451
2008.5000000000	0.70717233419418	-0.22824136912823
2010.0000000000	0.70573467016220	-0.23255833983421
2011.5000000000	0.70417857170105	-0.23695863783360
2013.0000000000	0.70249933004379	-0.24143819510937
2014.5000000000	0.70069265365601	-0.24599273502827
2016.0000000000	0.69875431060791	-0.25061798095703
2017.5000000000	0.69668024778366	-0.25530943274498
2019.0000000000	0.69446653127670	-0.26006239652634
2020.5000000000	0.69210922718048	-0.26487198472023
2022.0000000000	0.68960464000702	-0.26973405480385
2023.5000000000	0.68694943189621	-0.27464294433594
2025.0000000000	0.68414026498795	-0.27959349751472
2026.5000000000	0.68117368221283	-0.28458112478256
2028.0000000000	0.67804688215256	-0.28960007429123
2029.5000000000	0.67475688457489	-0.29464519023895
2031.0000000000	0.67130070924759	-0.29971101880074
2032.5000000000	0.66767621040344	-0.30479121208191
2034.0000000000	0.66388016939163	-0.30988129973412
2035.5000000000	0.65991115570068	-0.31497406959534
2037.0000000000	0.65576624870300	-0.32006472349167
2038.5000000000	0.65144389867783	-0.32514637708664
2040.0000000000	0.64694207906723	-0.33021336793900
2041.5000000000	0.64225912094116	-0.33525913953781
2043.0000000000	0.63739365339279	-0.34027743339539
2044.5000000000	0.63234424591064	-0.34526166319847
2046.0000000000	0.62710976600647	-0.35020527243614
2047.5000000000	0.62168920040131	-0.35510152578354
2049.0000000000	0.61608201265335	-0.35994356870651
2050.5000000000	0.61028748750687	-0.36472442746162
2052.0000000000	0.60430538654327	-0.36943709850311
2053.5000000000	0.59813547134399	-0.37407448887825
2055.0000000000	0.59177809953690	-0.37862920761108
2056.5000000000	0.58523350954056	-0.38309401273727
2058.0000000000	0.57850223779678	-0.38746154308319
2059.5000000000	0.57158541679382	-0.39172402024269
2061.0000000000	0.56448405981064	-0.39587414264679
2062.5000000000	0.55719953775406	-0.39990410208702
2064.0000000000	0.54973387718201	-0.40380623936653
2065.5000000000	0.54208886623383	-0.40757265686989
2067.0000000000	0.53426688909531	-0.41119572520256
2068.5000000000	0.52627068758011	-0.41466751694679
2070.0000000000	0.51810330152512	-0.41798013448715
2071.5000000000	0.50976806879044	-0.42112582921982
2073.0000000000	0.50126874446869	-0.42409670352936
2074.5000000000	0.49260926246643	-0.42688488960266
2076.0000000000	0.48379403352737	-0.42948266863823
2077.5000000000	0.47482812404633	-0.43188241124153
2079.0000000000	0.46571633219719	-0.43407636880875
2080.5000000000	0.45646449923515	-0.43605703115463
2082.0000000000	0.44707840681076	-0.43781706690788
2083.5000000000	0.43756452202797	-0.43934911489487
2085.0000000000	0.42792925238609	-0.44064614176750
2086.5000000000	0.41817992925644	-0.44170120358467
2088.0000000000	0.40832391381264	-0.44250756502151
2089.5000000000	0.39836916327477	-0.44305869936943
2091.0000000000	0.38832369446754	-0.44334843754768
2092.5000000000	0.37819635868073	-0.44337072968483
2094.0000000000	0.36799588799477	-0.44312003254890
2095.5000000000	0.35773172974586	-0.44259074330330
2097.0000000000	0.34741342067719	-0.44177812337875
2098.5000000000	0.33705106377602	-0.44067731499672
2100.0000000000	0.32665491104126	-0.43928408622742
2101.5000000000	0.31623542308807	-0.43759462237358
2103.0000000000	0.30580368638039	-0.43560549616814
2104.5000000000	0.29537072777748	-0.43331360816956
2106.0000000000	0.28494802117348	-0.43071654438972
2107.5000000000	0.27454710006714	-0.42781227827072
2109.0000000000	0.26417988538742	-0.42459917068481
2110.5000000000	0.25385838747025	-0.42107632756233
2112.0000000000	0.24359458684921	-0.41724321246147
2113.5000000000	0.23340101540089	-0.41309988498688
2115.0000000000	0.22329002618790	-0.40864706039429
2116.5000000000	0.21327391266823	-0.40388587117195
2118.0000000000	0.20336535573006	-0.39881819486618
2119.5000000000	0.19357666373253	-0.39344632625580
2121.0000000000	0.18392062187195	-0.38777330517769
2122.5000000000	0.17440955340862	-0.38180270791054
2124.0000000000	0.16505570709705	-0.37553873658180
2125.5000000000	0.15587140619755	-0.36898612976074
2127.0000000000	0.14686888456345	-0.36215034127235
2128.5000000000	0.13805991411209	-0.35503730177879
2130.0000000000	0.12945623695850	-0.34765365719795
2131.5000000000	0.12106934189796	-0.34000653028488
2133.0000000000	0.11291028559208	-0.33210369944572
2134.5000000000	0.10499010980129	-0.32395341992378
2136.0000000000	0.097319163382053	-0.31556457281113
2137.5000000000	0.089907683432102	-0.30694663524628
2139.0000000000	0.082765318453312	-0.29810941219330
2140.5000000000	0.075901441276073	-0.28906333446503
2142.0000000000	0.069324836134911	-0.27981933951378
2143.5000000000	0.063043802976608	-0.27038869261742
2145.0000000000	0.057066183537245	-0.26078316569328
2146.5000000000	0.051399216055870	-0.25101497769356
2148.0000000000	0.046049606055021	-0.24109661579132
2149.5000000000	0.041023515164852	-0.23104098439217
2151.0000000000	0.036326378583908	-0.22086128592491
2152.5000000000	0.031962990760803	-0.21057094633579
2154.0000000000	0.027937645092607	-0.20018371939659
2155.5000000000	0.024253875017166	-0.18971350789070
2157.0000000000	0.020914651453495	-0.17917442321777
2158.5000000000	0.017922006547451	-0.16858071088791
2160.0000000000	0.015277609229088	-0.15794667601585
2161.5000000000	0.012982194311917	-0.14728677272797
2163.0000000000	0.011035819537938	-0.13661538064480
2164.5000000000	0.0094380388036370	-0.12594695389271
2166.0000000000	0.0081874392926693	-0.11529582738876
2167.5000000000	0.0072820871137083	-0.10467629879713
2169.0000000000	0.0067192944698036	-0.094102494418621
2170.5000000000	0.0064956755377352	-0.083588406443596
2172.0000000000	0.0066072600893676	-0.073147818446159
2173.5000000000	0.0070492718368769	-0.062794260680676
2175.0000000000	0.0078164134174585	-0.052540998905897
2176.5000000000	0.0089026922360063	-0.042400989681482
2178.0000000000	0.010301514528692	-0.032386835664511
2179.5000000000	0.012005719356239	-0.022510763257742
2181.0000000000	0.014007553458214	-0.012784607708454
2182.5000000000	0.016298722475767	-0.0032197472173721
2184.0000000000	0.018870422616601	0.0061729014851153
2185.5000000000	0.021713357418776	0.015382911078632
2187.0000000000	0.024817764759064	0.024400379508734
2188.5000000000	0.028173469007015	0.033215943723917
2190.0000000000	0.031769882887602	0.041820801794529
2191.5000000000	0.035596046596766	0.050206732004881
2193.0000000000	0.039640709757805	0.058366119861603
2194.5000000000	0.043892260640860	0.066291958093643
2196.0000000000	0.048338908702135	0.073977872729301
2197.5000000000	0.052968587726355	0.081418111920357
2199.0000000000	0.057769056409597	0.088607601821423
2200.5000000000	0.062727935612202	0.095541872084141
2202.0000000000	0.067832723259926	0.10221714526415
2203.5000000000	0.073070861399174	0.10863031446934
2205.0000000000	0.078429736196995	0.11477886885405
2206.5000000000	0.083896778523922	0.12066099792719
2208.0000000000	0.089459374547005	0.12627553939819
2209.5000000000	0.095105051994324	0.13162192702293
2211.0000000000	0.10082148760557	0.13670030236244
2212.5000000000	0.10659635812044	0.14151132106781
2214.0000000000	0.11241767555475	0.14605633914471
2215.5000000000	0.11827357113361	0.15033723413944
2217.0000000000	0.12415243685246	0.15435650944710
2218.5000000000	0.13004292547703	0.15811716020107
2220.0000000000	0.13593402504921	0.16162276268005
2221.5000000000	0.14181500673294	0.16487736999989
2223.0000000000	0.14767555892467	0.16788551211357
2224.5000000000	0.15350568294525	0.17065221071243
2226.0000000000	0.15929576754570	0.17318288981915
2227.5000000000	0.16503669321537	0.17548336088657
2229.0000000000	0.17071965336800	0.17755989730358
2230.5000000000	0.17633645236492	0.17941898107529
2232.0000000000	0.18187922239304	0.18106751143932
2233.5000000000	0.18734066188335	0.18251261115074
2235.0000000000	0.19271390140057	0.18376173079014
2236.5000000000	0.19799260795116	0.18482241034508
2238.0000000000	0.20317086577415	0.18570254743099
2239.5000000000	0.20824334025383	0.18641000986099
2241.0000000000	0.21320521831512	0.18695297837257
2242.5000000000	0.21805216372013	0.18733952939510
2244.0000000000	0.22278031706810	0.18757799267769
2245.5000000000	0.22738632559776	0.18767660856247
2247.0000000000	0.23186734318733	0.18764363229275
2248.5000000000	0.23622101545334	0.18748731911182
2250.0000000000	0.24044544994831	0.18721584975719
2251.5000000000	0.24453917145729	0.18683734536171
2253.0000000000	0.24850131571293	0.18635980784893
2254.5000000000	0.25233128666878	0.18579106032848
2256.0000000000	0.25602889060974	0.18513886630535
2257.5000000000	0.25959450006485	0.18441067636013
2259.0000000000	0.26302871108055	0.18361386656761
2260.5000000000	0.26633259654045	0.18275550007820
2262.0000000000	0.26950743794441	0.18184247612953
2263.5000000000	0.27255502343178	0.18088136613369
2265.0000000000	0.27547734975815	0.17987854778767
2266.5000000000	0.27827662229538	0.17884002625942
2268.0000000000	0.28095531463623	0.17777159810066
2269.5000000000	0.28351625800133	0.17667873203754
2271.0000000000	0.28596243262291	0.17556653916836
2272.5000000000	0.28829684853554	0.17443989217281
2274.0000000000	0.29052290320396	0.17330329120159
2275.5000000000	0.29264393448830	0.17216089367867
2277.0000000000	0.29466351866722	0.17101663351059
2278.5000000000	0.29658523201942	0.16987398266792
2280.0000000000	0.29841282963753	0.16873620450497
2281.5000000000	0.30014994740486	0.16760616004467
2283.0000000000	0.30180040001869	0.16648648679256
2284.5000000000	0.30336782336235	0.16537946462631
2286.0000000000	0.30485597252846	0.16428706049919
2287.5000000000	0.30626854300499	0.16321100294590
2289.0000000000	0.30760902166367	0.16215269267559
2290.5000000000	0.30888110399246	0.16111330688000
2292.0000000000	0.31008806824684	0.16009376943111
2293.5000000000	0.31123334169388	0.15909475088120
2295.0000000000	0.31231996417046	0.15811666846275
2296.5000000000	0.31335118412971	0.15715979039669
2298.0000000000	0.31432977318764	0.15622414648533
2299.5000000000	0.31525850296021	0.15530961751938
2301.0000000000	0.31614002585411	0.15441590547562
2302.5000000000	0.31697669625282	0.15354260802269
2304.0000000000	0.31777080893517	0.15268911421299
