#Parameters = {L=80; N=5; dist=100; gap=5; r=1}
#"Frequency / GHz"	"S1,1 [Magnitude]"
#------------------------------------
0.25499999523163	-0.0097899449838653
0.25650000572205	-0.010066102691248
0.25799998641014	-0.010348189981763
0.25949999690056	-0.010635913752404
0.26100000739098	-0.010930234160764
0.26249998807907	-0.011229402655814
0.26399999856949	-0.011536484803819
0.26550000905991	-0.011849342398918
0.26699998974800	-0.012167472209514
0.26850000023842	-0.012492664482013
0.27000001072884	-0.012825087025512
0.27149999141693	-0.013162485662656
0.27300000190735	-0.013507603655081
0.27450001239777	-0.013859051117625
0.27599999308586	-0.014216869562655
0.27750000357628	-0.014581672993473
0.27900001406670	-0.014953966979276
0.28049999475479	-0.015333027440337
0.28200000524521	-0.015719247433381
0.28349998593330	-0.016112163769560
0.28499999642372	-0.016513520928550
0.28650000691414	-0.016921581657669
0.28799998760223	-0.017337816662263
0.28949999809265	-0.017760845988709
0.29100000858307	-0.018192390299985
0.29249998927116	-0.018632641143166
0.29399999976158	-0.019080991103049
0.29550001025200	-0.019537405385133
0.29699999094009	-0.020002531905866
0.29850000143051	-0.020476683152628
0.30000001192093	-0.020960245612805
0.30149999260902	-0.021451666951471
0.30300000309944	-0.021953646370887
0.30450001358986	-0.022465662994816
0.30599999427795	-0.022986685300847
0.30750000476837	-0.023518271128126
0.30899998545647	-0.024060552300451
0.31049999594688	-0.024613077458709
0.31200000643730	-0.025176437462951
0.31349998712540	-0.025750404547180
0.31499999761581	-0.026336833726077
0.31650000810623	-0.026934548665539
0.31799998879433	-0.027544699738625
0.31949999928474	-0.028166450161204
0.32100000977516	-0.028800353004137
0.32249999046326	-0.029447996920183
0.32400000095367	-0.030107719839386
0.32550001144409	-0.030781313947523
0.32699999213219	-0.031468047947748
0.32850000262260	-0.032168781139960
0.33000001311302	-0.032884027695980
0.33149999380112	-0.033614047633282
0.33300000429153	-0.034357970487440
0.33450001478195	-0.035117454988318
0.33599999547005	-0.035892362495178
0.33750000596046	-0.036682058170010
0.33899998664856	-0.037488181050659
0.34049999713898	-0.038310110125144
0.34200000762939	-0.039149010806369
0.34349998831749	-0.040004624612575
0.34499999880791	-0.040875849839975
0.34650000929832	-0.041766415072457
0.34799998998642	-0.042673583276972
0.34950000047684	-0.043597926771199
0.35100001096725	-0.044539895708741
0.35249999165535	-0.045501348067964
0.35400000214577	-0.046480597302451
0.35550001263618	-0.047479772088046
0.35699999332428	-0.048497498152818
0.35850000381470	-0.049534051613404
0.36000001430511	-0.050591010979826
0.36149999499321	-0.051668387646475
0.36300000548363	-0.052765229935238
0.36449998617172	-0.053882510868475
0.36599999666214	-0.055021361508383
0.36750000715256	-0.056181132547895
0.36899998784065	-0.057361817865167
0.37049999833107	-0.058564409679229
0.37200000882149	-0.059788900331957
0.37349998950958	-0.061035562804106
0.37500000000000	-0.062306296650247
0.37650001049042	-0.063599173791263
0.37799999117851	-0.064914709959926
0.37950000166893	-0.066254908794667
0.38100001215935	-0.067618250916467
0.38249999284744	-0.069007520527509
0.38400000333786	-0.070420795825668
0.38550001382828	-0.071858884689244
0.38699999451637	-0.073322995671970
0.38850000500679	-0.074813104089492
0.38999998569489	-0.076329536772549
0.39149999618530	-0.077873641871456
0.39300000667572	-0.079444930365288
0.39449998736382	-0.081044131650022
0.39599999785423	-0.082672930762039
0.39750000834465	-0.084329584157421
0.39899998903275	-0.086016980694810
0.40049999952316	-0.087733606830699
0.40200001001358	-0.089481350921834
0.40349999070168	-0.091260492109341
0.40500000119209	-0.093071533757259
0.40650001168251	-0.094915592103492
0.40799999237061	-0.096792711630222
0.40950000286102	-0.098703823233330
0.41100001335144	-0.10064946238731
0.41249999403954	-0.10263046158824
0.41400000452995	-0.10464810295564
0.41549998521805	-0.10670273250779
0.41699999570847	-0.10879510899427
0.41850000619888	-0.11092575302056
0.41999998688698	-0.11309581494330
0.42149999737740	-0.11530535937450
0.42300000786781	-0.11755756003217
0.42449998855591	-0.11985027673901
0.42599999904633	-0.12218599170471
0.42750000953674	-0.12456497544971
0.42899999022484	-0.12698829611627
0.43050000071526	-0.12945787338917
0.43200001120567	-0.13197345855646
0.43349999189377	-0.13453566710846
0.43500000238419	-0.13714749532988
0.43650001287460	-0.13980603381896
0.43799999356270	-0.14251674995408
0.43950000405312	-0.14527870190038
0.44100001454353	-0.14809285590008
0.44249999523163	-0.15095848323561
0.44400000572205	-0.15388027668436
0.44549998641014	-0.15685725175597
0.44699999690056	-0.15988895723983
0.44850000739098	-0.16297898957545
0.44999998807907	-0.16612687575634
0.45149999856949	-0.16933495634469
0.45300000905991	-0.17260473185853
0.45449998974800	-0.17593387812661
0.45600000023842	-0.17932802452063
0.45750001072884	-0.18278481494589
0.45899999141693	-0.18630756540232
0.46050000190735	-0.18989576711637
0.46200001239777	-0.19355306321673
0.46349999308586	-0.19727853058207
0.46500000357628	-0.20107275631028
0.46650001406670	-0.20493928494173
0.46799999475479	-0.20887751915891
0.46950000524521	-0.21288983945340
0.47099998593330	-0.21697635826494
0.47249999642372	-0.22114089011525
0.47400000691414	-0.22538238916922
0.47549998760223	-0.22970237506509
0.47699999809265	-0.23410344528058
0.47850000858307	-0.23858640611900
0.47999998927116	-0.24315300570214
0.48149999976158	-0.24780441112886
0.48300001025200	-0.25254262438235
0.48449999094009	-0.25736945352477
0.48600000143051	-0.26228595222515
0.48750001192093	-0.26729371055264
0.48899999260902	-0.27239474564881
0.49050000309944	-0.27759083592303
0.49200001358986	-0.28288496226094
0.49349999427795	-0.28827613823821
0.49500000476837	-0.29376899531333
0.49649998545647	-0.29936406072715
0.49799999594688	-0.30506456672756
0.49950000643730	-0.31087190859595
0.50099998712540	-0.31678716299634
0.50249999761581	-0.32281523203573
0.50400000810623	-0.32895742336135
0.50550001859665	-0.33521423763625
0.50700002908707	-0.34159059629597
0.50849997997284	-0.34808782689228
0.50999999046326	-0.35470772630878
0.51150000095367	-0.36145543398980
0.51300001144409	-0.36833100125219
0.51450002193451	-0.37533973926731
0.51599997282028	-0.38248323919499
0.51749998331070	-0.38976328479614
0.51899999380112	-0.39718498802359
0.52050000429153	-0.40475048821393
0.52200001478195	-0.41246268277710
0.52350002527237	-0.42032699976905
0.52499997615814	-0.42834402111789
0.52649998664856	-0.43651834218820
0.52799999713898	-0.44485397682401
0.52950000762939	-0.45335390224267
0.53100001811981	-0.46202382650900
0.53250002861023	-0.47086432142357
0.53399997949600	-0.47988118579912
0.53549998998642	-0.48907833889026
0.53700000047684	-0.49845967205304
0.53850001096725	-0.50802876756375
0.54000002145767	-0.51779160853197
0.54149997234344	-0.52774982935283
0.54299998283386	-0.53791049859982
0.54449999332428	-0.54827470803202
0.54600000381470	-0.55885173157632
0.54750001430511	-0.56964334542760
0.54900002479553	-0.58065547168180
0.55049997568130	-0.59189068124872
0.55199998617172	-0.60335732117511
0.55349999666214	-0.61505822550137
0.55500000715256	-0.62699990517867
0.55650001764297	-0.63918578401694
0.55800002813339	-0.65162320944912
0.55949997901917	-0.66431603959402
0.56099998950958	-0.67727171271812
0.56250000000000	-0.69049368193462
0.56400001049042	-0.70398969318667
0.56550002098083	-0.71776527567642
0.56699997186661	-0.73182579219350
0.56849998235703	-0.74617736367510
0.56999999284744	-0.76082741036946
0.57150000333786	-0.77578098391806
0.57300001382828	-0.79104507001549
0.57450002431870	-0.80662717959475
0.57599997520447	-0.82253314170833
0.57749998569489	-0.83877018894269
0.57899999618530	-0.85534593316061
0.58050000667572	-0.87226758119488
0.58200001716614	-0.88954202318125
0.58350002765656	-0.90717711105947
0.58499997854233	-0.92518025757598
0.58649998903275	-0.94356172352451
0.58799999952316	-0.96232661193658
0.58950001001358	-0.98148499646095
0.59100002050400	-1.0010454182017
0.59249997138977	-1.0210148584343
0.59399998188019	-1.0414052458343
0.59549999237061	-1.0622241102038
0.59700000286102	-1.0834827100712
0.59850001335144	-1.1051888247489
0.60000002384186	-1.1273522306682
0.60149997472763	-1.1499842666359
0.60299998521805	-1.1730948403119
0.60449999570847	-1.1966955063307
0.60600000619888	-1.2207970410833
0.60750001668930	-1.2454105913419
0.60900002717972	-1.2705485218990
0.61049997806549	-1.2962219882957
0.61199998855591	-1.3224434308059
0.61349999904633	-1.3492253711130
0.61500000953674	-1.3765817634843
0.61650002002716	-1.4045254211382
0.61799997091293	-1.4330688768086
0.61949998140335	-1.4622293458610
0.62099999189377	-1.4920190011623
0.62250000238419	-1.5224522768862
0.62400001287460	-1.5535444168692
0.62550002336502	-1.5853115073902
0.62699997425079	-1.6177710260104
0.62849998474121	-1.6509381866113
0.62999999523163	-1.6848288378218
0.63150000572205	-1.7194604630922
0.63300001621246	-1.7548527696163
0.63450002670288	-1.7910222488246
0.63599997758865	-1.8279878107418
0.63749998807907	-1.8657688174895
0.63899999856949	-1.9043837694673
0.64050000905991	-1.9438535950774
0.64200001955032	-1.9841994021815
0.64349997043610	-2.0254412738126
0.64499998092651	-2.0676014274610
0.64649999141693	-2.1106998269291
0.64800000190735	-2.1547620828662
0.64950001239777	-2.1998080866453
0.65100002288818	-2.2458644466150
0.65249997377396	-2.2929531142524
0.65399998426437	-2.3410974867919
0.65549999475479	-2.3903260918518
0.65700000524521	-2.4406629977577
0.65850001573563	-2.4921343791342
0.66000002622604	-2.5447665200160
0.66149997711182	-2.5985885996789
0.66299998760223	-2.6536279040985
0.66449999809265	-2.7099121217517
0.66600000858307	-2.7674719845361
0.66750001907349	-2.8263371798423
0.66900002956390	-2.8865382318721
0.67049998044968	-2.9481052171895
0.67199999094009	-3.0110726177373
0.67350000143051	-3.0754713328601
0.67500001192093	-3.1413340195001
0.67650002241135	-3.2086963818200
0.67799997329712	-3.2775943060374
0.67949998378754	-3.3480608907599
0.68099999427795	-3.4201341393200
0.68250000476837	-3.4938515393101
0.68400001525879	-3.5692500482257
0.68550002574921	-3.6463716400844
0.68699997663498	-3.7252531194461
0.68849998712540	-3.8059367622522
0.68999999761581	-3.8884649465362
0.69150000810623	-3.9728823597707
0.69300001859665	-4.0592295026856
0.69450002908707	-4.1475548019821
0.69599997997284	-4.2379048517802
0.69749999046326	-4.3303242304022
0.69900000095367	-4.4248654703375
0.70050001144409	-4.5215769592478
0.70200002193451	-4.6205117813125
0.70349997282028	-4.7217234265936
0.70499998331070	-4.8252642808862
0.70649999380112	-4.9311958111114
0.70800000429153	-5.0395714401453
0.70950001478195	-5.1504536657900
0.71100002527237	-5.2639065027341
0.71249997615814	-5.3799893241315
0.71399998664856	-5.4987735903420
0.71549999713898	-5.6203237382668
0.71700000762939	-5.7447123172447
0.71850001811981	-5.8720142239438
0.72000002861023	-6.0023031968190
0.72149997949600	-6.1356608354861
0.72299998998642	-6.2721653219107
0.72450000047684	-6.4119067038250
0.72600001096725	-6.5549696197529
0.72750002145767	-6.7014479509937
0.72899997234344	-6.8514374788327
0.73049998283386	-7.0050354879976
0.73199999332428	-7.1623504738420
0.73350000381470	-7.3234869482722
0.73500001430511	-7.4885610713704
0.73650002479553	-7.6576896210860
0.73799997568130	-7.8309959096858
0.73949998617172	-8.0086095473980
0.74099999666214	-8.1906655636459
0.74250000715256	-8.3773037577368
0.74400001764297	-8.5686745897184
0.74550002813339	-8.7649329646293
0.74699997901917	-8.9662377889746
0.74849998950958	-9.1727598882057
0.75000000000000	-9.3846759580856
0.75150001049042	-9.6021736795385
0.75300002098083	-9.8254452447117
0.75449997186661	-10.054690831350
0.75599998235703	-10.290125310672
0.75749999284744	-10.531966259220
0.75900000333786	-10.780437946924
0.76050001382828	-11.035780699647
0.76200002431870	-11.298232950911
0.76349997520447	-11.568043469933
0.76499998569489	-11.845465858654
0.76649999618530	-12.130748724420
0.76800000667572	-12.424148905633
0.76950001716614	-12.725909352342
0.77100002765656	-13.036258740938
0.77249997854233	-13.355408807217
0.77399998903275	-13.683536653819
0.77549999952316	-14.020775320912
0.77700001001358	-14.367186913697
0.77850002050400	-14.722747609483
0.77999997138977	-15.087309276361
0.78149998188019	-15.460558641934
0.78299999237061	-15.841972066998
0.78450000286102	-16.230739896795
0.78600001335144	-16.625695603450
0.78750002384186	-17.025216396154
0.78899997472763	-17.427094345673
0.79049998521805	-17.828429902510
0.79199999570847	-18.225478514814
0.79350000619888	-18.613529573148
0.79500001668930	-18.986820739891
0.79650002717972	-19.338516429128
0.79799997806549	-19.660830109860
0.79949998855591	-19.945316804275
0.80099999904633	-20.183389226973
0.80250000953674	-20.367042884936
0.80400002002716	-20.489706125430
0.80549997091293	-20.547071657658
0.80699998140335	-20.537693641786
0.80849999189377	-20.463200290284
0.81000000238419	-20.328058479996
0.81150001287460	-20.138944107951
0.81300002336502	-19.903905444644
0.81449997425079	-19.631522760342
0.81599998474121	-19.330190346889
0.81749999523163	-19.007614868624
0.81900000572205	-18.670542577113
0.82050001621246	-18.324645262856
0.82200002670288	-17.974543148938
0.82349997758865	-17.623901373894
0.82499998807907	-17.275551174882
0.82649999856949	-16.931634028958
0.82800000905991	-16.593720834179
0.82950001955032	-16.262937000604
0.83099997043610	-15.940046079797
0.83249998092651	-15.625542669474
0.83399999141693	-15.319709584403
0.83550000190735	-15.022665704239
0.83700001239777	-14.734413117883
0.83850002288818	-14.454866746457
0.83999997377396	-14.183873913052
0.84149998426437	-13.921242148734
0.84299999475479	-13.666740573754
0.84450000524521	-13.420124069086
0.84600001573563	-13.181132960172
0.84750002622604	-12.949502063903
0.84899997711182	-12.724963922810
0.85049998760223	-12.507254101944
0.85199999809265	-12.296112675791
0.85350000858307	-12.091286103850
0.85500001907349	-11.892528788992
0.85650002956390	-11.699600273414
0.85799998044968	-11.512275998867
0.85949999094009	-11.330329516122
0.86100000143051	-11.153557073511
0.86250001192093	-10.981751029244
0.86400002241135	-10.814720637235
0.86549997329712	-10.652281394379
0.86699998378754	-10.494255987566
0.86849999427795	-10.340477626760
0.87000000476837	-10.190785685536
0.87150001525879	-10.045026721325
0.87300002574921	-9.9030568757480
0.87449997663498	-9.7647349301291
0.87599998712540	-9.6299293453148
0.87749999761581	-9.4985140952578
0.87900000810623	-9.3703671917160
0.88050001859665	-9.2453762913077
0.88200002908707	-9.1234293024207
0.88349997997284	-9.0044222516829
0.88499999046326	-8.8882559920327
0.88650000095367	-8.7748330525256
0.88800001144409	-8.6640652369723
0.88950002193451	-8.5558617619045
0.89099997282028	-8.4501432434735
0.89249998331070	-8.3468268154819
0.89399999380112	-8.2458372833860
0.89550000429153	-8.1471016835349
0.89700001478195	-8.0505519326698
0.89850002527237	-7.9561182431259
0.89999997615814	-7.8637387371941
0.90149998664856	-7.7733503402465
0.90299999713898	-7.6848966859337
0.90450000762939	-7.5983183061280
0.90600001811981	-7.5135641947422
0.90750002861023	-7.4305784542302
0.90899997949600	-7.3493143751907
0.91049998998642	-7.2697232316374
0.91200000047684	-7.1917585270197
0.91350001096725	-7.1153746240950
0.91500002145767	-7.0405315618549
0.91649997234344	-6.9671861436466
0.91799998283386	-6.8952985579279
0.91949999332428	-6.8248333166765
0.92100000381470	-6.7557492695238
0.92250001430511	-6.6880150934422
0.92400002479553	-6.6215927755786
0.92549997568130	-6.5564521130237
0.92699998617172	-6.4925593831291
0.92849999666214	-6.4298838922042
0.93000000715256	-6.3683959231098
0.93150001764297	-6.3080660483789
0.93300002813339	-6.2488669307010
0.93449997901917	-6.1907701464067
0.93599998950958	-6.1337503951193
0.93750000000000	-6.0777819047598
0.93900001049042	-6.0228375956216
0.94050002098083	-5.9688965605480
0.94199997186661	-5.9159325195010
0.94349998235703	-5.8639236241838
0.94499999284744	-5.8128487890953
0.94650000333786	-5.7626826533205
0.94800001382828	-5.7134076243817
0.94950002431870	-5.6650027649152
0.95099997520447	-5.6174467947505
0.95249998569489	-5.5707220776683
0.95399999618530	-5.5248066307314
0.95550000667572	-5.4796839736048
0.95700001716614	-5.4353342838851
0.95850002765656	-5.3917421338966
0.95999997854233	-5.3488896984349
0.96149998903275	-5.3067586782557
0.96299999952316	-5.2653341201680
0.96450001001358	-5.2245995842270
0.96600002050400	-5.1845390597304
0.96749997138977	-5.1451378734749
0.96899998188019	-5.1063798547911
0.97049999237061	-5.0682510689960
0.97200000286102	-5.0307397580176
0.97350001335144	-4.9938280042101
0.97500002384186	-4.9575046759179
0.97649997472763	-4.9217552415140
0.97799998521805	-4.8865690975235
0.97949999570847	-4.8519322400530
0.98100000619888	-4.8178327404178
0.98250001668930	-4.7842579893840
0.98400002717972	-4.7512000793325
0.98549997806549	-4.7186423388784
0.98699998855591	-4.6865772477922
0.98849999904633	-4.6549929901697
0.99000000953674	-4.6238796927919
0.99150002002716	-4.5932276464110
0.99299997091293	-4.5630264018107
0.99449998140335	-4.5332674015271
0.99599999189377	-4.5039413225805
0.99750000238419	-4.4750390151185
0.99900001287460	-4.4465513891289
1.0004999637604	-4.4184694884854
1.0019999742508	-4.3907879257690
1.0034999847412	-4.3634970631756
1.0049999952316	-4.3365882657820
1.0065000057220	-4.3100563497862
1.0080000162125	-4.2838936745396
1.0095000267029	-4.2580935364243
1.0110000371933	-4.2326475597059
1.0125000476837	-4.2075509326490
1.0140000581741	-4.1827962496205
1.0154999494553	-4.1583796035267
1.0169999599457	-4.1342921167377
1.0184999704361	-4.1105316266285
1.0199999809265	-4.0870894058583
1.0214999914169	-4.0639625476049
1.0230000019073	-4.0411432712189
1.0245000123978	-4.0186296591036
1.0260000228882	-3.9964147718136
1.0275000333786	-3.9744935258867
1.0290000438690	-3.9528632814319
1.0305000543594	-3.9315180746703
1.0319999456406	-3.9104538434924
1.0334999561310	-3.8896671821371
1.0349999666214	-3.8691524805457
1.0364999771118	-3.8489054643962
1.0379999876022	-3.8289239993055
1.0394999980927	-3.8092024123868
1.0410000085831	-3.7897376572914
1.0425000190735	-3.7705273628535
1.0440000295639	-3.7515645363430
1.0455000400543	-3.7328469927238
1.0470000505447	-3.7143718052313
1.0484999418259	-3.6961336341926
1.0499999523163	-3.6781312722751
1.0514999628067	-3.6603593143282
1.0529999732971	-3.6428142881176
1.0544999837875	-3.6254934210002
1.0559999942780	-3.6083953220231
1.0575000047684	-3.5915120537711
1.0590000152588	-3.5748438638804
1.0605000257492	-3.5583856463097
1.0620000362396	-3.5421346369791
1.0635000467300	-3.5260861516995
1.0650000572205	-3.5102389299303
1.0664999485016	-3.4945893253858
1.0679999589920	-3.4791319761934
1.0694999694824	-3.4638656387943
1.0709999799728	-3.4487869357271
1.0724999904633	-3.4338916695551
1.0740000009537	-3.4191772545121
1.0755000114441	-3.4046410649116
1.0770000219345	-3.3902787366068
1.0785000324249	-3.3760888483115
1.0800000429153	-3.3620668969828
1.0815000534058	-3.3482103435856
1.0829999446869	-3.3345165393472
1.0844999551773	-3.3209813601860
1.0859999656677	-3.3076041981593
1.0874999761581	-3.2943794722580
1.0889999866486	-3.2813059504805
1.0904999971390	-3.2683810564575
1.0920000076294	-3.2556016172817
1.0935000181198	-3.2429654845233
1.0950000286102	-3.2304695021711
1.0965000391006	-3.2181116944753
1.0980000495911	-3.2058895356968
1.0994999408722	-3.1938011938975
1.1009999513626	-3.1818427678013
1.1024999618530	-3.1700142314826
1.1039999723434	-3.1583121042481
1.1054999828339	-3.1467356595702
1.1069999933243	-3.1352808907166
1.1085000038147	-3.1239471648261
1.1100000143051	-3.1127332615561
1.1115000247955	-3.1016371671529
1.1130000352859	-3.0906560991235
1.1145000457764	-3.0797893036183
1.1160000562668	-3.0690344589216
1.1174999475479	-3.0583916895858
1.1189999580383	-3.0478596977125
1.1204999685287	-3.0374351889674
1.1219999790192	-3.0271177016773
1.1234999895096	-3.0169073066935
1.1250000000000	-3.0068018470722
1.1265000104904	-2.9968008684240
1.1280000209808	-2.9869022278072
1.1295000314713	-2.9771061133150
1.1310000419617	-2.9674116959324
1.1325000524521	-2.9578181573848
1.1339999437332	-2.9483228870348
1.1354999542236	-2.9389266899873
1.1369999647141	-2.9296284190551
1.1384999752045	-2.9204282190949
1.1399999856949	-2.9113228501070
1.1414999961853	-2.9023155278029
1.1430000066757	-2.8934018751384
1.1445000171661	-2.8845830102452
1.1460000276566	-2.8758566987825
1.1475000381470	-2.8672251592467
1.1490000486374	-2.8586843862850
1.1505000591278	-2.8502358485499
1.1519999504089	-2.8418785364699
1.1534999608994	-2.8336109546895
1.1549999713898	-2.8254331790207
1.1564999818802	-2.8173427622108
1.1579999923706	-2.8093408397626
1.1595000028610	-2.8014267650709
1.1610000133514	-2.7935979572731
1.1625000238419	-2.7858552751702
1.1640000343323	-2.7781950395885
1.1655000448227	-2.7706197747641
1.1670000553131	-2.7631273093272
1.1684999465942	-2.7557158103956
1.1699999570847	-2.7483844842927
1.1714999675751	-2.7411334569355
1.1729999780655	-2.7339614699130
1.1744999885559	-2.7268661626049
1.1759999990463	-2.7198451373245
1.1775000095367	-2.7129009577739
1.1790000200272	-2.7060306367138
1.1805000305176	-2.6992334015033
1.1820000410080	-2.6925076460767
1.1835000514984	-2.6858510611881
1.1849999427795	-2.6792642216633
1.1864999532700	-2.6727444151590
1.1879999637604	-2.6662918438325
1.1894999742508	-2.6599041894601
1.1909999847412	-2.6535808641914
1.1924999952316	-2.6473217127277
1.1940000057220	-2.6411224462008
1.1955000162125	-2.6349846769959
1.1970000267029	-2.6289059290113
1.1985000371933	-2.6228852500895
1.2000000476837	-2.6169224662283
1.2015000581741	-2.6110143517956
1.2029999494553	-2.6051619902304
