#Parameters = {chng=1.625; capP2=1000; capP1=1616.1616161616; c=300000000; cap=1000; copperthickness=0.3; distfromGP=3; f=1900000000; ind1=40.40404040404; lambda=0.15789473684211; radius=12}
#"Frequency / MHz"	"S1,1 [Real/Imaginary Part] [Re]"	"S1,1 [Real/Imaginary Part] [Im]"
#-------------------------------------------------------------------------------------
500.00000000000	0.99870324134827	-0.028585568070412
502.50000000000	0.99848616123199	-0.028658831492066
505.00000000000	0.99829328060150	-0.028683528304100
507.50000000000	0.99813520908356	-0.028667297214270
510.00000000000	0.99802064895630	-0.028620077297091
512.50000000000	0.99795502424240	-0.028553443029523
515.00000000000	0.99794143438339	-0.028479941189289
517.50000000000	0.99797952175140	-0.028412293642759
520.00000000000	0.99806571006775	-0.028362669050694
522.50000000000	0.99819403886795	-0.028341963887215
525.00000000000	0.99835604429245	-0.028359180316329
527.50000000000	0.99854111671448	-0.028420938178897
530.00000000000	0.99873793125153	-0.028531115502119
532.50000000000	0.99893432855606	-0.028690677136183
535.00000000000	0.99911832809448	-0.028897644951940
537.50000000000	0.99927926063538	-0.029147293418646
540.00000000000	0.99940770864487	-0.029432458803058
542.50000000000	0.99949628114700	-0.029743991792202
545.00000000000	0.99954032897949	-0.030071360990405
547.50000000000	0.99953770637512	-0.030403262004256
550.00000000000	0.99948894977570	-0.030728325247765
552.50000000000	0.99939757585526	-0.031035769730806
555.00000000000	0.99926954507828	-0.031316038221121
557.50000000000	0.99911242723465	-0.031561333686113
560.00000000000	0.99893599748611	-0.031766053289175
562.50000000000	0.99875074625015	-0.031927086412907
565.00000000000	0.99856734275818	-0.032043952494860
567.50000000000	0.99839639663696	-0.032118778675795
570.00000000000	0.99824762344360	-0.032156150788069
572.50000000000	0.99812895059586	-0.032162778079510
575.00000000000	0.99804681539536	-0.032147087156773
577.50000000000	0.99800515174866	-0.032118674367666
580.00000000000	0.99800550937653	-0.032087754458189
582.50000000000	0.99804693460464	-0.032064490020275
585.00000000000	0.99812597036362	-0.032058458775282
587.50000000000	0.99823713302612	-0.032078057527542
590.00000000000	0.99837309122086	-0.032130043953657
592.50000000000	0.99852502346039	-0.032219149172306
595.00000000000	0.99868357181549	-0.032347835600376
597.50000000000	0.99883896112442	-0.032516214996576
600.00000000000	0.99898171424866	-0.032722022384405
602.50000000000	0.99910336732864	-0.032960861921310
605.00000000000	0.99919688701630	-0.033226430416107
607.50000000000	0.99925684928894	-0.033510960638523
610.00000000000	0.99927991628647	-0.033805683255196
612.50000000000	0.99926489591599	-0.034101378172636
615.00000000000	0.99921345710754	-0.034388918429613
617.50000000000	0.99912840127945	-0.034659791737795
620.00000000000	0.99901527166367	-0.034906607121229
622.50000000000	0.99888086318970	-0.035123512148857
625.00000000000	0.99873298406601	-0.035306520760059
627.50000000000	0.99858051538467	-0.035453699529171
630.00000000000	0.99843221902847	-0.035565271973610
632.50000000000	0.99829632043839	-0.035643540322781
635.00000000000	0.99818062782288	-0.035692777484655
637.50000000000	0.99809110164642	-0.035718865692616
640.00000000000	0.99803233146667	-0.035728979855776
642.50000000000	0.99800735712051	-0.035731147974730
645.00000000000	0.99801635742188	-0.035733710974455
647.50000000000	0.99805831909180	-0.035744886845350
650.00000000000	0.99812996387482	-0.035772260278463
652.50000000000	0.99822604656219	-0.035822331905365
655.00000000000	0.99834048748016	-0.035900179296732
657.50000000000	0.99846589565277	-0.036009170114994
660.00000000000	0.99859416484833	-0.036150760948658
662.50000000000	0.99871772527695	-0.036324489861727
665.00000000000	0.99882882833481	-0.036528002470732
667.50000000000	0.99892061948776	-0.036757200956345
670.00000000000	0.99898809194565	-0.037006571888924
672.50000000000	0.99902695417404	-0.037269465625286
675.00000000000	0.99903512001038	-0.037538535892963
677.50000000000	0.99901229143143	-0.037806209176779
680.00000000000	0.99895989894867	-0.038065079599619
682.50000000000	0.99888110160828	-0.038308389484882
685.00000000000	0.99878072738647	-0.038530390709639
687.50000000000	0.99866467714310	-0.038726683706045
690.00000000000	0.99853968620300	-0.038894459605217
692.50000000000	0.99841302633286	-0.039033055305481
695.00000000000	0.99829173088074	-0.039142262190580
697.50000000000	0.99818271398544	-0.039224520325661
700.00000000000	0.99809187650681	-0.039284553378820
702.50000000000	0.99802386760712	-0.039327140897512
705.00000000000	0.99798208475113	-0.039358433336020
707.50000000000	0.99796831607819	-0.039385169744492
710.00000000000	0.99798280000687	-0.039414260536432
712.50000000000	0.99802386760712	-0.039452373981476
715.00000000000	0.99808818101883	-0.039505559951067
717.50000000000	0.99817138910294	-0.039578892290592
720.00000000000	0.99826800823212	-0.039676200598478
722.50000000000	0.99837183952332	-0.039799809455872
725.00000000000	0.99847626686096	-0.039950504899025
727.50000000000	0.99857479333878	-0.040127437561750
730.00000000000	0.99866122007370	-0.040328226983547
732.50000000000	0.99873036146164	-0.040549121797085
735.00000000000	0.99877792596817	-0.040785234421492
737.50000000000	0.99880129098892	-0.041030865162611
740.00000000000	0.99879884719849	-0.041279807686806
742.50000000000	0.99877071380615	-0.041525769978762
745.00000000000	0.99871873855591	-0.041762717068195
