#Parameters = {A_R=0.4; A_i=0; A_j=-65; A_k=0; B10_i=24; B10_j=19; B10_k=0.15; B1_i=24; B1_j=24; B1_k=6; B2_i=20; B2_j=14; B2_k=3.9; B3_i=26.8; B3_j=3; B3_k=4.3; B4_i=21; B4_j=8; B5_i=7.9; B5_j=9; B5_k=3; B6_i=7.2; B6_j=6.5; B6_k=2.1; B7_i=12.5; B7_j=6; B7_k=3; B8_i=18; B8_j=13; B8_k=2.8; B9_i=25; B9_j=24; B9_k=0.8; PV10_i=-12; PV10_j=-7; PV10_k=1.2; PV1_i=-12; PV1_j=-12; PV1_k=2.5; PV2_i=-10; PV2_j=-30.5; PV2_k=2.5; PV3_i=-13.5; PV3_j=37.5; PV3_k=0.7; PV4_i=-10; PV4_j=-45; PV4_k=1.5; PV5_i=7; PV5_j=17.5; PV5_k=3.3; PV6_i=-11.6; PV6_j=17.8; PV6_k=3.1; PV7_i=-0.5; PV7_j=28; PV7_k=3.2; PV8_i=-9; PV8_j=22; PV8_k=-1.7; PV9_i=-12.5; PV9_j=13.5; PV9_k=2.4; PVA_i=-13.2; PVA_j=37; PVA_k=0; b4_k=6}
#"Frequency / MHz"	"S1,1 [Magnitude]"
#------------------------------------
500.00000000000	0.076745149324129
502.50000000000	0.084211109600233
505.00000000000	0.091256534519307
507.50000000000	0.097863211768383
510.00000000000	0.10401783770878
512.50000000000	0.10970880767860
515.00000000000	0.11492365236605
517.50000000000	0.11965411338938
520.00000000000	0.12389274507307
522.50000000000	0.12763309758527
525.00000000000	0.13086874705466
527.50000000000	0.13359895873217
530.00000000000	0.13582139009954
532.50000000000	0.13753576013173
535.00000000000	0.13874349070981
537.50000000000	0.13944720608656
540.00000000000	0.13965264179862
542.50000000000	0.13936216671185
545.00000000000	0.13858417588217
547.50000000000	0.13732756386159
550.00000000000	0.13560241759428
552.50000000000	0.13341750733174
555.00000000000	0.13078404263193
557.50000000000	0.12771775324912
560.00000000000	0.12422915395824
562.50000000000	0.12033787732420
565.00000000000	0.11605495197135
567.50000000000	0.11140064745639
570.00000000000	0.10639161697601
572.50000000000	0.10104613607792
575.00000000000	0.095385648356477
577.50000000000	0.089428813401359
580.00000000000	0.083194842242020
582.50000000000	0.076708787858562
585.00000000000	0.069989521158207
587.50000000000	0.063062626677286
590.00000000000	0.055948040330213
592.50000000000	0.048670297036459
595.00000000000	0.041252366492257
597.50000000000	0.033718881095881
600.00000000000	0.026092756656505
602.50000000000	0.018397471032474
605.00000000000	0.010658943822903
607.50000000000	0.0028986798200675
610.00000000000	-0.0048585286824470
612.50000000000	-0.012589640545677
615.00000000000	-0.020269787136784
617.50000000000	-0.027880172394716
620.00000000000	-0.035394674344593
622.50000000000	-0.042791762110475
625.00000000000	-0.050052764376380
627.50000000000	-0.057155284917363
630.00000000000	-0.064079536826331
632.50000000000	-0.070806380948544
635.00000000000	-0.077317932616628
637.50000000000	-0.083595444614524
640.00000000000	-0.089625267316135
642.50000000000	-0.095389902171697
645.00000000000	-0.10087552820088
647.50000000000	-0.10606955519557
650.00000000000	-0.11095896934446
652.50000000000	-0.11553185285350
655.00000000000	-0.11978057698187
657.50000000000	-0.12369601375982
660.00000000000	-0.12727027773029
662.50000000000	-0.13049764163635
665.00000000000	-0.13337368566184
667.50000000000	-0.13589421754818
670.00000000000	-0.13805751489575
672.50000000000	-0.13986367461302
675.00000000000	-0.14131166801572
677.50000000000	-0.14240435843420
680.00000000000	-0.14314384488484
682.50000000000	-0.14353430714939
685.00000000000	-0.14358160049128
687.50000000000	-0.14329185195152
690.00000000000	-0.14267271084856
692.50000000000	-0.14173328025872
695.00000000000	-0.14048237652463
697.50000000000	-0.13893313345040
700.00000000000	-0.13709411716878
702.50000000000	-0.13497956727174
705.00000000000	-0.13260144059571
707.50000000000	-0.12997684690071
710.00000000000	-0.12711739462596
712.50000000000	-0.12403999892164
715.00000000000	-0.12076160160487
717.50000000000	-0.11729733375261
720.00000000000	-0.11366394781536
722.50000000000	-0.10988178793924
725.00000000000	-0.10596541557702
727.50000000000	-0.10193443215452
730.00000000000	-0.097806369745828
732.50000000000	-0.093599812799248
735.00000000000	-0.089334941654662
737.50000000000	-0.085028108620935
740.00000000000	-0.080697940143332
742.50000000000	-0.076363332127588
745.00000000000	-0.072044049259868
747.50000000000	-0.067755721133434
750.00000000000	-0.063515826225491
752.50000000000	-0.059344424881181
755.00000000000	-0.055256486214567
757.50000000000	-0.051269922138802
760.00000000000	-0.047400457404337
762.50000000000	-0.043663684239148
765.00000000000	-0.040074566161427
767.50000000000	-0.036649003675323
770.00000000000	-0.033400479254531
772.50000000000	-0.030344460625143
775.00000000000	-0.027489417071653
777.50000000000	-0.024851934255117
780.00000000000	-0.022441363505581
782.50000000000	-0.020269191092976
785.00000000000	-0.018346481405345
787.50000000000	-0.016681145156292
790.00000000000	-0.015282923486609
792.50000000000	-0.014159564777898
795.00000000000	-0.013318564318971
797.50000000000	-0.012764821622802
800.00000000000	-0.012506431017989
802.50000000000	-0.012544991894252
805.00000000000	-0.012888382560872
807.50000000000	-0.013537579569369
810.00000000000	-0.014494641751917
812.50000000000	-0.015763069433081
815.00000000000	-0.017342135440623
817.50000000000	-0.019234366772751
820.00000000000	-0.021435992223609
822.50000000000	-0.023949766430712
825.00000000000	-0.026769539269439
827.50000000000	-0.029894955870857
830.00000000000	-0.033322285917067
832.50000000000	-0.037048015078793
835.00000000000	-0.041066383475016
837.50000000000	-0.045372184479686
840.00000000000	-0.049959043903796
842.50000000000	-0.054821090428845
