#Parameters = {A_R=0.4; A_i=0; A_j=-65; A_k=0; B10_i=24; B10_j=19; B10_k=0.15; B1_i=24; B1_j=24; B1_k=6; B2_i=20; B2_j=14; B2_k=3.9; B3_i=26.8; B3_j=3; B3_k=4.3; B4_i=21; B4_j=8; B5_i=7.9; B5_j=9; B5_k=3; B6_i=7.2; B6_j=6.5; B6_k=2.1; B7_i=12.5; B7_j=6; B7_k=3; B8_i=18; B8_j=13; B8_k=2.8; B9_i=25; B9_j=24; B9_k=0.8; PV10_i=-12; PV10_j=-7; PV10_k=1.2; PV1_i=-12; PV1_j=-12; PV1_k=2.5; PV2_i=-10; PV2_j=-30.5; PV2_k=2.5; PV3_i=-13.5; PV3_j=37.5; PV3_k=0.7; PV4_i=-10; PV4_j=-45; PV4_k=1.5; PV5_i=7; PV5_j=17.5; PV5_k=3.3; PV6_i=-11.6; PV6_j=17.8; PV6_k=3.1; PV7_i=-0.5; PV7_j=28; PV7_k=3.2; PV8_i=-9; PV8_j=22; PV8_k=-1.7; PV9_i=-12.5; PV9_j=13.5; PV9_k=2.4; PVA_i=-13.2; PVA_j=37; PVA_k=0; b4_k=6}
#"Frequency / MHz"	"S1,1 [Magnitude]"
#------------------------------------
500.00000000000	-0.084169205698855
502.50000000000	-0.070779111979564
505.00000000000	-0.057459751775802
507.50000000000	-0.044247446507721
510.00000000000	-0.031181578143573
512.50000000000	-0.018294802877060
515.00000000000	-0.0056232381324721
517.50000000000	0.0068019494895547
520.00000000000	0.018947195986049
522.50000000000	0.030782540604983
525.00000000000	0.042281208997902
527.50000000000	0.053414330460448
530.00000000000	0.064156369765878
532.50000000000	0.074483590650030
535.00000000000	0.084374051339680
537.50000000000	0.093804841566014
540.00000000000	0.10275793830298
542.50000000000	0.11121400259675
545.00000000000	0.11915740100860
547.50000000000	0.12657249739762
550.00000000000	0.13344815651442
552.50000000000	0.13976975675993
555.00000000000	0.14552705254821
557.50000000000	0.15071282744092
560.00000000000	0.15531888952479
562.50000000000	0.15933663581032
565.00000000000	0.16276577827849
567.50000000000	0.16559821435941
570.00000000000	0.16783810031291
572.50000000000	0.16947977024089
575.00000000000	0.17052593575814
577.50000000000	0.17097833772081
580.00000000000	0.17084065336898
582.50000000000	0.17011795525053
585.00000000000	0.16881542270795
587.50000000000	0.16693990712001
590.00000000000	0.16450175970986
592.50000000000	0.16150616635038
595.00000000000	0.15796792529497
597.50000000000	0.15389565841576
600.00000000000	0.14930408960727
602.50000000000	0.14420541853571
605.00000000000	0.13861404600948
607.50000000000	0.13254645462467
610.00000000000	0.12601819984300
612.50000000000	0.11904649754465
615.00000000000	0.11164988425308
617.50000000000	0.10384694625023
620.00000000000	0.095658051266328
622.50000000000	0.087101633746301
625.00000000000	0.078200409822733
627.50000000000	0.068974178263409
630.00000000000	0.059445075944720
632.50000000000	0.049638490334998
635.00000000000	0.039574115379334
637.50000000000	0.029276128141931
640.00000000000	0.018768297857238
642.50000000000	0.0080755053684306
645.00000000000	-0.0027787458208208
647.50000000000	-0.013770930290857
650.00000000000	-0.024875209659905
652.50000000000	-0.036067619513847
655.00000000000	-0.047323370828875
657.50000000000	-0.058618760019575
660.00000000000	-0.069929227672952
662.50000000000	-0.081230411972299
665.00000000000	-0.092499131557194
667.50000000000	-0.10371149329297
670.00000000000	-0.11484462972699
672.50000000000	-0.12587616337733
675.00000000000	-0.13678358609148
677.50000000000	-0.14754570174995
680.00000000000	-0.15814158282616
682.50000000000	-0.16855188272402
685.00000000000	-0.17875689298593
687.50000000000	-0.18873794859456
690.00000000000	-0.19847842253007
692.50000000000	-0.20796046347862
695.00000000000	-0.21716998085937
697.50000000000	-0.22609233291123
700.00000000000	-0.23471275231237
702.50000000000	-0.24302020047720
705.00000000000	-0.25100281323173
707.50000000000	-0.25865065541143
710.00000000000	-0.26595633635877
712.50000000000	-0.27291243673459
715.00000000000	-0.27951104255853
717.50000000000	-0.28574892322053
720.00000000000	-0.29162216222214
722.50000000000	-0.29712852388833
725.00000000000	-0.30226802913898
727.50000000000	-0.30704116507011
730.00000000000	-0.31144821666718
732.50000000000	-0.31549485425337
735.00000000000	-0.31918367115997
737.50000000000	-0.32252067969084
740.00000000000	-0.32551361675323
742.50000000000	-0.32816995037145
745.00000000000	-0.33049908315558
747.50000000000	-0.33251325535611
750.00000000000	-0.33422109627896
752.50000000000	-0.33563855929407
755.00000000000	-0.33677749409990
757.50000000000	-0.33765259519213
760.00000000000	-0.33828081168591
762.50000000000	-0.33867817235406
765.00000000000	-0.33886014044280
767.50000000000	-0.33884861401145
770.00000000000	-0.33866072733678
772.50000000000	-0.33831449204539
775.00000000000	-0.33783168285378
777.50000000000	-0.33723257742263
780.00000000000	-0.33653884561956
782.50000000000	-0.33577072171163
785.00000000000	-0.33495124041540
787.50000000000	-0.33410207221693
790.00000000000	-0.33324544123355
792.50000000000	-0.33240427277886
795.00000000000	-0.33160171072253
797.50000000000	-0.33085905542461
800.00000000000	-0.33020216626344
802.50000000000	-0.32964996703273
805.00000000000	-0.32922802866267
807.50000000000	-0.32895784064565
810.00000000000	-0.32886237117872
812.50000000000	-0.32896255094551
815.00000000000	-0.32928228701498
817.50000000000	-0.32984165222698
820.00000000000	-0.33066348768733
822.50000000000	-0.33176711416108
825.00000000000	-0.33317416465967
827.50000000000	-0.33490528352250
830.00000000000	-0.33697865722149
832.50000000000	-0.33941344239916
835.00000000000	-0.34222994090694
837.50000000000	-0.34544577415880
840.00000000000	-0.34907711242100
842.50000000000	-0.35314234092826
845.00000000000	-0.35765866437814
